id,student_id,consultant_id,interaction_type,service_type,rating,session_id,created_at
5e3bb761-9a16-4e2e-bb6f-3f088b3f2c44,495a097a-7794-40f3-a078-1b9c6bdb7433,,view,mock_interview,,sess_010,2025-06-04T18:45:02.697106Z
a7b498f8-86da-4b91-9a00-b36f384212e4,932293b6-2fce-4ab0-b892-60a75c287122,f3189645-f5b7-46ec-858e-45334978f713,view,mock_interview,,sess_001,2025-06-04T18:45:02.697112Z
c6a65fdd-f4c9-4f2d-8a22-9752c8f64ef8,df618503-7685-47e3-8c40-749d1e673d5c,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,mock_interview,,sess_001,2025-06-05T18:45:02.697119Z
c7b43b1b-59d0-420a-bfa5-62e4c4426c51,7a08eb4a-0b1d-4e78-9c6e-8f67419cbd40,cf427c87-f260-49fb-9ced-d62cd6f78318,view,,5,sess_001,2025-06-05T18:45:02.697125Z
c3f6c5d3-b3e5-4c29-a746-bbf360e7344b,d681397f-0889-4562-9340-99e822985e61,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,mock_interview,,sess_001,2025-06-06T18:45:02.697131Z
a48e3b57-169f-4227-8834-6df80aafecc7,8ff896eb-39e5-4b26-95fc-b5b6cdc4bbd3,,view,essay_review,,sess_015,2025-06-06T18:45:02.697138Z
dfb52a66-d7a6-4491-a514-1848146a4667,0f1e07a0-810e-4c43-8346-b819e4d3b18b,7cefd294-6775-497d-a13a-373eea813373,view,,,sess_001,2025-06-07T18:45:02.697143Z
f4061a6b-57b1-4735-a63e-4b2bf8ed86a8,31c1070f-f3da-4ab6-af69-96828f781870,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,mock_interview,,sess_001,2025-06-07T18:45:02.697149Z
cb183fa0-99d8-49e1-bebc-521c2863436f,6971e776-66b2-4f7d-bdb5-6f2d633c8fae,f287b0f4-6204-40ae-9272-592af357cc80,view,essay_review,,sess_001,2025-06-08T18:45:02.697155Z
baa542c0-7c0f-40e2-a4b5-20bd32ee0c2b,4076c3ce-1add-475a-a29c-8538ae81b615,1684c912-8fc3-4d46-862a-c5e9177530a4,view,,5,sess_001,2025-06-08T18:45:02.697161Z
02780070-2407-4ead-bcfa-719348167ec5,37bc130e-32cb-40e4-aadc-9e00d7687e83,,view,test_prep,,sess_020,2025-06-09T18:45:02.697168Z
ad845751-f666-4a02-9de6-e4a793a882a7,736857c4-9f42-4159-b34d-0c85fd6ec0ac,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,,5,sess_002,2025-06-09T18:45:02.697174Z
3d25171a-cb38-4767-8a2f-32627a288eaf,61537514-f80b-4518-85bf-31e72ada6a6f,592147d1-1492-4d53-b4c7-09bfbb684c02,view,,,sess_002,2025-06-10T18:45:02.697180Z
eb7c2467-a911-4a30-be22-c250f9f12bf5,475278e1-36b4-4cbb-b900-5657ecf46f27,751de371-730d-4bd3-9e89-620b5d68d490,view,,,sess_002,2025-06-10T18:45:02.697186Z
8ed40327-dfa7-4057-8eb0-6071b579df0f,6e43de78-2f65-4b32-8f23-8f98f50b34b0,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,mock_interview,,sess_002,2025-06-11T18:45:02.697192Z
53774431-99c1-427c-93f2-e997dfb97e3a,91d8da1f-05be-461e-ba74-e069c2bacc7e,,view,application_help,,sess_025,2025-06-11T18:45:02.697198Z
cbfe1f41-8f30-4167-b52f-7b653366728d,b128e10a-c802-45f4-acf3-e2286bbcf318,f3189645-f5b7-46ec-858e-45334978f713,view,,5,sess_002,2025-06-12T18:45:02.697204Z
9470e91f-9ed6-467a-9232-587787b3aa2d,610f1e96-dbf8-4983-89de-1ae22327effa,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,mock_interview,,sess_002,2025-06-12T18:45:02.697210Z
c9006925-875c-403f-8fbe-8029a05ed936,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,cf427c87-f260-49fb-9ced-d62cd6f78318,view,essay_review,,sess_002,2025-06-13T18:45:02.697216Z
f0c6c096-68bc-4712-b432-0cfe0e1624e2,e7901c2b-91ce-4931-a039-09861108ecc0,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,,,sess_002,2025-06-13T18:45:02.697222Z
d783aadb-22cc-484c-907f-1f53a5498dda,495a097a-7794-40f3-a078-1b9c6bdb7433,,view,essay_review,,sess_030,2025-06-14T18:45:02.697228Z
3f2a40cc-b857-45fb-bb5d-e4f00696207e,932293b6-2fce-4ab0-b892-60a75c287122,7cefd294-6775-497d-a13a-373eea813373,view,mock_interview,,sess_003,2025-06-14T18:45:02.697233Z
461fa7e8-b351-4f6c-b93a-70288d6fe5b2,df618503-7685-47e3-8c40-749d1e673d5c,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,essay_review,,sess_003,2025-06-15T18:45:02.697239Z
0efacc70-7f90-4630-bea5-213c16e46718,7a08eb4a-0b1d-4e78-9c6e-8f67419cbd40,f287b0f4-6204-40ae-9272-592af357cc80,view,,5,sess_003,2025-06-15T18:45:02.697245Z
91ca63f5-5502-432a-a55e-ef8ea6c6a490,d681397f-0889-4562-9340-99e822985e61,1684c912-8fc3-4d46-862a-c5e9177530a4,view,,,sess_003,2025-06-16T18:45:02.697251Z
e524392b-bdf9-4d6b-ad56-bf324ec4d0f8,8ff896eb-39e5-4b26-95fc-b5b6cdc4bbd3,,view,mock_interview,,sess_035,2025-06-16T18:45:02.697257Z
4ac715a9-579b-4b78-a1d8-16928deee9c5,0f1e07a0-810e-4c43-8346-b819e4d3b18b,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,mock_interview,,sess_003,2025-06-17T18:45:02.697263Z
6f065a54-d1b2-41b8-8971-128c8c36d1ed,31c1070f-f3da-4ab6-af69-96828f781870,592147d1-1492-4d53-b4c7-09bfbb684c02,view,mock_interview,,sess_003,2025-06-17T18:45:02.697268Z
7ac4a1ce-7896-4852-a092-3d31200a9c5a,6971e776-66b2-4f7d-bdb5-6f2d633c8fae,751de371-730d-4bd3-9e89-620b5d68d490,view,mock_interview,,sess_003,2025-06-18T18:45:02.697274Z
4dfa5238-5a7c-4d2f-8d24-7f9d1ecc0266,4076c3ce-1add-475a-a29c-8538ae81b615,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,,,sess_003,2025-06-18T18:45:02.697280Z
602a607a-8cd7-4afc-910c-807c5fe8f570,37bc130e-32cb-40e4-aadc-9e00d7687e83,,view,test_prep,,sess_040,2025-06-19T18:45:02.697286Z
f2c43ec5-fc1f-4ab0-986e-e1fc6d8a5652,736857c4-9f42-4159-b34d-0c85fd6ec0ac,f3189645-f5b7-46ec-858e-45334978f713,view,,5,sess_004,2025-06-19T18:45:02.697292Z
dde024da-4723-496f-8bd6-6c3fc5ab8af4,61537514-f80b-4518-85bf-31e72ada6a6f,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,,5,sess_004,2025-06-20T18:45:02.697299Z
9645e544-775e-4cbf-ab42-e54cf512aecf,475278e1-36b4-4cbb-b900-5657ecf46f27,cf427c87-f260-49fb-9ced-d62cd6f78318,view,,4,sess_004,2025-06-20T18:45:02.697305Z
3ea9cf79-6692-41e6-a8fa-cc3cb9e39168,6e43de78-2f65-4b32-8f23-8f98f50b34b0,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,mock_interview,,sess_004,2025-06-21T18:45:02.697311Z
761a24e3-c259-47f2-adfd-56dbaf41a7b5,91d8da1f-05be-461e-ba74-e069c2bacc7e,,view,mock_interview,,sess_045,2025-06-21T18:45:02.697317Z
9a8b000a-5041-4ddc-88a3-ce18ff85a5d8,b128e10a-c802-45f4-acf3-e2286bbcf318,7cefd294-6775-497d-a13a-373eea813373,view,,,sess_004,2025-06-22T18:45:02.697323Z
a136ca19-25fb-4d5f-811a-7013c42c5d7c,610f1e96-dbf8-4983-89de-1ae22327effa,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,essay_review,,sess_004,2025-06-22T18:45:02.697328Z
4f25253b-6ba7-4773-bf2f-78d90e42bb1a,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,f287b0f4-6204-40ae-9272-592af357cc80,view,,5,sess_004,2025-06-23T18:45:02.697334Z
8d421f4d-4429-426e-833b-cadc7c90bea5,e7901c2b-91ce-4931-a039-09861108ecc0,1684c912-8fc3-4d46-862a-c5e9177530a4,view,essay_review,,sess_004,2025-06-23T18:45:02.697340Z
1894a1d7-595c-4eb3-9caa-a84bca20a3c9,495a097a-7794-40f3-a078-1b9c6bdb7433,,view,application_help,,sess_050,2025-06-24T18:45:02.697346Z
70c6c046-6387-41cc-bf0e-c0f7265ac1c2,932293b6-2fce-4ab0-b892-60a75c287122,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,mock_interview,,sess_005,2025-06-24T18:45:02.697352Z
679d4411-c56b-4078-bed8-e3fbc3c3668c,df618503-7685-47e3-8c40-749d1e673d5c,592147d1-1492-4d53-b4c7-09bfbb684c02,view,essay_review,,sess_005,2025-06-25T18:45:02.697358Z
b5f2a79d-eff7-407e-a330-bf15b4bc620b,7a08eb4a-0b1d-4e78-9c6e-8f67419cbd40,751de371-730d-4bd3-9e89-620b5d68d490,view,,5,sess_005,2025-06-25T18:45:02.697364Z
cdf4e4f0-16cf-42ae-a267-b6c41eada66d,d681397f-0889-4562-9340-99e822985e61,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,,4,sess_005,2025-06-26T18:45:02.697370Z
26ba9594-1cd0-4b3f-aa29-42ceded4107d,8ff896eb-39e5-4b26-95fc-b5b6cdc4bbd3,,view,test_prep,,sess_055,2025-06-26T18:45:02.697376Z
7e13c797-e7ec-444b-9c55-604d09984e38,0f1e07a0-810e-4c43-8346-b819e4d3b18b,f3189645-f5b7-46ec-858e-45334978f713,view,mock_interview,,sess_005,2025-06-27T18:45:02.697381Z
35f779f0-6407-4603-be96-b1777a683ddc,31c1070f-f3da-4ab6-af69-96828f781870,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,,,sess_005,2025-06-27T18:45:02.697387Z
5f6c3529-78da-4e4f-8ed9-22a1f69400fd,6971e776-66b2-4f7d-bdb5-6f2d633c8fae,cf427c87-f260-49fb-9ced-d62cd6f78318,view,,5,sess_005,2025-06-28T18:45:02.697393Z
653c4a43-7033-4413-a194-402b1d1838f5,4076c3ce-1add-475a-a29c-8538ae81b615,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,,,sess_005,2025-06-28T18:45:02.697399Z
7c68b9dc-142d-4b7e-b50f-cdaadb3f4669,37bc130e-32cb-40e4-aadc-9e00d7687e83,,view,application_help,,sess_060,2025-06-29T18:45:02.697405Z
85120c32-1aaa-4678-97ed-b7eaeb87136b,736857c4-9f42-4159-b34d-0c85fd6ec0ac,7cefd294-6775-497d-a13a-373eea813373,view,,4,sess_006,2025-06-29T18:45:02.697410Z
023809c9-c14a-4211-8f49-099077fa0dd0,61537514-f80b-4518-85bf-31e72ada6a6f,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,,4,sess_006,2025-06-30T18:45:02.697417Z
ad1ab3bd-82d1-49a4-9ece-7e19ffb38f3a,475278e1-36b4-4cbb-b900-5657ecf46f27,f287b0f4-6204-40ae-9272-592af357cc80,view,,,sess_006,2025-06-30T18:45:02.697422Z
f159b8bc-1728-457e-9754-70353c3cc83b,6e43de78-2f65-4b32-8f23-8f98f50b34b0,1684c912-8fc3-4d46-862a-c5e9177530a4,view,,5,sess_006,2025-07-01T18:45:02.697428Z
3b966677-b57a-46ab-9ce1-92c839670d88,91d8da1f-05be-461e-ba74-e069c2bacc7e,,view,essay_review,,sess_065,2025-07-01T18:45:02.697434Z
0fb2ca8d-2da6-49e6-8c05-70ab0db75eb6,b128e10a-c802-45f4-acf3-e2286bbcf318,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,,5,sess_006,2025-07-02T18:45:02.697440Z
ed482bef-64de-4d92-83ef-5d865e828fc0,610f1e96-dbf8-4983-89de-1ae22327effa,592147d1-1492-4d53-b4c7-09bfbb684c02,view,essay_review,,sess_006,2025-07-02T18:45:02.697446Z
5af0e2f9-a288-4231-9078-b850b4532df3,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,751de371-730d-4bd3-9e89-620b5d68d490,view,essay_review,,sess_006,2025-07-03T18:45:02.697452Z
d22b8f3c-de27-401d-b29d-edbd3a8dfafc,e7901c2b-91ce-4931-a039-09861108ecc0,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,,,sess_006,2025-07-03T18:45:02.697458Z
60d8e042-1147-4062-96be-ab37b7ce7dc4,495a097a-7794-40f3-a078-1b9c6bdb7433,,view,mock_interview,,sess_070,2025-07-04T18:45:02.697464Z
f7f8d708-8d4c-4085-8995-b079e8882541,932293b6-2fce-4ab0-b892-60a75c287122,f3189645-f5b7-46ec-858e-45334978f713,view,,5,sess_007,2025-07-04T18:45:02.697469Z
57073934-f911-45e6-834e-4d5d629f65d6,df618503-7685-47e3-8c40-749d1e673d5c,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,,,sess_007,2025-07-05T18:45:02.697475Z
9f4c8424-1fb0-47d4-8b22-56dca233ab41,7a08eb4a-0b1d-4e78-9c6e-8f67419cbd40,cf427c87-f260-49fb-9ced-d62cd6f78318,view,,,sess_007,2025-07-05T18:45:02.697481Z
36ff1263-1d55-4903-ad39-1d78630052d7,d681397f-0889-4562-9340-99e822985e61,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,,,sess_007,2025-07-06T18:45:02.697487Z
2ec52d37-0dd0-4fd8-8e50-b92c20f00d2d,8ff896eb-39e5-4b26-95fc-b5b6cdc4bbd3,,view,mock_interview,,sess_075,2025-07-06T18:45:02.697493Z
88d8b275-6ed5-452c-8529-4b128ebd1111,0f1e07a0-810e-4c43-8346-b819e4d3b18b,7cefd294-6775-497d-a13a-373eea813373,view,,,sess_007,2025-07-07T18:45:02.697498Z
8602d778-543b-465c-96a5-41a82eb022ff,31c1070f-f3da-4ab6-af69-96828f781870,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,,4,sess_007,2025-07-07T18:45:02.697506Z
1f7a8c91-2517-4437-9385-04dd43915af9,6971e776-66b2-4f7d-bdb5-6f2d633c8fae,f287b0f4-6204-40ae-9272-592af357cc80,view,mock_interview,,sess_007,2025-07-08T18:45:02.697512Z
cf931442-3675-43e1-bbf6-651106de6e1f,4076c3ce-1add-475a-a29c-8538ae81b615,1684c912-8fc3-4d46-862a-c5e9177530a4,view,,,sess_007,2025-07-08T18:45:02.697518Z
ef6a5436-fb96-47bc-ac37-3018263a1788,37bc130e-32cb-40e4-aadc-9e00d7687e83,,view,essay_review,,sess_080,2025-07-09T18:45:02.697524Z
fb80fd9a-4668-4a34-b94f-0b770cdfb900,736857c4-9f42-4159-b34d-0c85fd6ec0ac,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,mock_interview,,sess_008,2025-07-09T18:45:02.697530Z
ff9003d8-1053-4e59-b076-25ff3769cbf4,61537514-f80b-4518-85bf-31e72ada6a6f,592147d1-1492-4d53-b4c7-09bfbb684c02,view,mock_interview,,sess_008,2025-07-10T18:45:02.697536Z
f955a940-3f93-47a8-a246-bb6d852bc296,475278e1-36b4-4cbb-b900-5657ecf46f27,751de371-730d-4bd3-9e89-620b5d68d490,view,,5,sess_008,2025-07-10T18:45:02.697541Z
858a5934-3f96-4fec-abe1-6a958f0c58b3,6e43de78-2f65-4b32-8f23-8f98f50b34b0,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,,4,sess_008,2025-07-11T18:45:02.697548Z
e33a1ce8-c639-43db-acae-f7f126600228,91d8da1f-05be-461e-ba74-e069c2bacc7e,,view,mock_interview,,sess_085,2025-07-11T18:45:02.697554Z
937ad315-1654-4339-9817-1ac4b139d2af,b128e10a-c802-45f4-acf3-e2286bbcf318,f3189645-f5b7-46ec-858e-45334978f713,view,,,sess_008,2025-07-12T18:45:02.697560Z
afbf93dd-e75e-457e-9c58-007708d771f1,610f1e96-dbf8-4983-89de-1ae22327effa,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,view,mock_interview,,sess_008,2025-07-12T18:45:02.697566Z
8470e8b2-89e1-4db7-ac83-f890b63b5e56,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,cf427c87-f260-49fb-9ced-d62cd6f78318,view,,4,sess_008,2025-07-13T18:45:02.697572Z
9d9a144f-e9fa-4e37-a8e0-1dd7d41c0966,e7901c2b-91ce-4931-a039-09861108ecc0,6e4ebdab-dad2-47ed-80b0-a444583756d5,view,,5,sess_008,2025-07-13T18:45:02.697578Z
c93a27b6-3d43-4bf1-95cb-678271c7857e,495a097a-7794-40f3-a078-1b9c6bdb7433,,view,essay_review,,sess_090,2025-07-14T18:45:02.697584Z
bfaf7b4b-07bf-4549-b4ef-db6398d7a714,932293b6-2fce-4ab0-b892-60a75c287122,7cefd294-6775-497d-a13a-373eea813373,view,mock_interview,,sess_009,2025-07-14T18:45:02.697589Z
f8fdd33b-cbd8-46af-9ed6-a62f791090e2,df618503-7685-47e3-8c40-749d1e673d5c,639b801b-e0cd-4231-9139-0eda9cb7e39a,view,,4,sess_009,2025-07-15T18:45:02.697596Z
f39ef2fd-6e7e-40f1-9ea2-46547e887ae2,7a08eb4a-0b1d-4e78-9c6e-8f67419cbd40,f287b0f4-6204-40ae-9272-592af357cc80,view,,,sess_009,2025-07-15T18:45:02.697602Z
cccdbe29-48c6-4ad9-9869-1c2f5d95d7f2,d681397f-0889-4562-9340-99e822985e61,1684c912-8fc3-4d46-862a-c5e9177530a4,view,mock_interview,,sess_009,2025-07-16T18:45:02.697609Z
d1cf3292-e654-47ff-bf2b-1e77db2d5883,8ff896eb-39e5-4b26-95fc-b5b6cdc4bbd3,,view,mock_interview,,sess_095,2025-07-16T18:45:02.697615Z
e000f365-516e-4a34-9fa7-a55d0cb76498,0f1e07a0-810e-4c43-8346-b819e4d3b18b,ffd289d6-f731-49ef-980c-8f7cd8798f37,view,,5,sess_009,2025-07-17T18:45:02.697620Z
d41926d9-8ef0-4c7c-bf7a-effbf4b9cd6f,31c1070f-f3da-4ab6-af69-96828f781870,592147d1-1492-4d53-b4c7-09bfbb684c02,view,essay_review,,sess_009,2025-07-17T18:45:02.697626Z
c09d4ac9-ce7b-41f0-8cda-9c9b26466818,6971e776-66b2-4f7d-bdb5-6f2d633c8fae,751de371-730d-4bd3-9e89-620b5d68d490,view,,4,sess_009,2025-07-18T18:45:02.697632Z
14cea177-abf1-4f61-a4a3-f9accbd5097b,4076c3ce-1add-475a-a29c-8538ae81b615,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,view,essay_review,,sess_009,2025-07-18T18:45:02.697638Z
