id,student_id,consultant_id,service_id,base_price,price_tier,rush_multiplier,discount_code,discount_amount,final_price,prompt_text,essay_text,requirements_text,google_doc_link,uploaded_files,is_rush,promised_delivery_at,delivered_at,deliverables,scheduled_at,calendly_event_url,meeting_link,status,completed_at,cancelled_at,cancelled_by,cancellation_reason,credits_earned,rating,review_text,reviewed_at,is_group_session,max_participants,current_participants,refund_requested,refund_reason,refund_status,refund_amount,refunded_at,metadata,created_at,updated_at
3025b59f-875c-450d-af4d-9555c98cc391,37bc130e-32cb-40e4-aadc-9e00d7687e83,dfca436c-036a-4194-9b00-a821dd6591a4,175c4497-9f25-464c-b274-f0dea6c12c20,60,,1,,,60,Booking request for service,,,,{},false,2025-06-26T18:45:02.696032Z,,{},,,,in_progress,,,,,0,,,,false,1,1,false,,,,,{},2025-06-24T18:45:02.696032Z,2025-06-24T18:45:02.696032Z
427e05d4-034a-4c29-a74a-ad874a971811,736857c4-9f42-4159-b34d-0c85fd6ec0ac,ffd289d6-f731-49ef-980c-8f7cd8798f37,0492c5d1-7d54-4912-bcb0-6f6b44bedd8e,85,,1,,,85,Booking request for service,,,,{},false,2025-06-27T18:45:02.696042Z,,{},,,,in_progress,,,,,0,,,,false,1,1,false,,,,,{},2025-06-25T18:45:02.696042Z,2025-06-25T18:45:02.696042Z
1368b953-4584-46c7-a72a-8842266e80c1,61537514-f80b-4518-85bf-31e72ada6a6f,592147d1-1492-4d53-b4c7-09bfbb684c02,e833fdef-82f4-43e3-af95-c45437ce7493,75,,1.5,,,112.5,Booking request for service,,,,{},true,2025-06-28T18:45:02.696051Z,,{},,,,in_progress,,,,,0,,,,false,1,1,false,,,,,{},2025-06-26T18:45:02.696051Z,2025-06-26T18:45:02.696051Z
ad28a85e-14ac-4381-88c2-73d9109d58c4,475278e1-36b4-4cbb-b900-5657ecf46f27,751de371-730d-4bd3-9e89-620b5d68d490,9764ee24-cc2e-4f84-a233-421b4247eddd,75,,1,,,75,Booking request for service,,,,{},false,2025-06-29T18:45:02.696061Z,,{},,,,in_progress,,,,,0,,,,false,1,1,false,,,,,{},2025-06-27T18:45:02.696061Z,2025-06-27T18:45:02.696061Z
06cdbe9d-d33e-474a-aa00-2512336faa0e,6e43de78-2f65-4b32-8f23-8f98f50b34b0,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,f4835bae-52cd-4ba6-9a3f-7e2fd5de5ade,120,,1,,,120,Booking request for service,,,,{},false,2025-06-30T18:45:02.696070Z,,{},,,,in_progress,,,,,0,,,,false,1,1,false,,,,,{},2025-06-28T18:45:02.696070Z,2025-06-28T18:45:02.696070Z
a375420b-0d7c-4e52-b001-303b5938b0c3,91d8da1f-05be-461e-ba74-e069c2bacc7e,de41442f-3642-4392-bf01-1e8bbec2f50a,4475d337-e61c-4d6e-96ea-19fe98c1a6be,95,,1,,,95,Booking request for service,,,,{},false,,,{},,,,confirmed,,,,,0,,,,false,1,1,false,,,,,{},2025-06-29T18:45:02.696079Z,2025-06-29T18:45:02.696079Z
427d5ea3-7370-4ec2-9c39-4c47c1ae2eb5,b128e10a-c802-45f4-acf3-e2286bbcf318,f3189645-f5b7-46ec-858e-45334978f713,9613d823-0e65-443e-b1bb-9e22529009ca,85,,1,,,85,Booking request for service,,,,{},false,,,{},,,,confirmed,,,,,0,,,,false,1,1,false,,,,,{},2025-06-30T18:45:02.696087Z,2025-06-30T18:45:02.696087Z
5ae2ff21-2def-4c17-acf8-1f4b42b4f772,610f1e96-dbf8-4983-89de-1ae22327effa,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,ef81d6d2-ab06-4d51-938d-0b9dd06a446f,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,confirmed,,,,,0,,,,false,1,1,false,,,,,{},2025-07-01T18:45:02.696095Z,2025-07-01T18:45:02.696095Z
1cbf398f-1488-4151-9516-42b8470efdd6,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,cf427c87-f260-49fb-9ced-d62cd6f78318,52495201-724e-4242-8bfb-38d0995490f7,75,,1,,,75,Booking request for service,,,,{},false,,,{},,,,confirmed,,,,,0,,,,false,1,1,false,,,,,{},2025-07-02T18:45:02.696103Z,2025-07-02T18:45:02.696103Z
4aeae8a7-e22f-4784-9660-7eb3ef236839,e7901c2b-91ce-4931-a039-09861108ecc0,6e4ebdab-dad2-47ed-80b0-a444583756d5,58262303-27ea-4b62-bac0-1d9a5fd53a0c,75,,1,,,75,Booking request for service,,,,{},false,,,{},,,,confirmed,,,,,0,,,,false,1,1,false,,,,,{},2025-07-03T18:45:02.696111Z,2025-07-03T18:45:02.696111Z
d9f4c3da-71a9-4ff9-a358-4d7c9684c550,37bc130e-32cb-40e4-aadc-9e00d7687e83,a948a7a6-7535-45c1-95dc-6ebb8fa72b34,90d9fc8a-7013-4592-ab14-ea2fe82c18c5,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-04T18:45:02.696119Z,2025-07-04T18:45:02.696119Z
e72dac30-f196-458d-8ba3-ec356fc5cd41,736857c4-9f42-4159-b34d-0c85fd6ec0ac,7cefd294-6775-497d-a13a-373eea813373,6b259dcf-c7e3-4119-9a5e-cb90f734cf58,60,,1,,,60,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-05T18:45:02.696127Z,2025-07-05T18:45:02.696127Z
359ee5ec-242c-4055-9163-c6c38b2c5666,61537514-f80b-4518-85bf-31e72ada6a6f,639b801b-e0cd-4231-9139-0eda9cb7e39a,b4c7b9c0-046f-401b-8a61-9ef43ca28ed1,120,,1.5,,,180.0,Booking request for service,,,,{},true,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-06T18:45:02.696136Z,2025-07-06T18:45:02.696136Z
99aed2f7-326a-4ba0-939f-552ac27f87d3,475278e1-36b4-4cbb-b900-5657ecf46f27,f287b0f4-6204-40ae-9272-592af357cc80,304dc9b9-d39b-4e27-81c9-9ce10ccf0ab1,75,,1,,,75,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-07T18:45:02.696144Z,2025-07-07T18:45:02.696144Z
b2018b73-d04c-43bb-a248-b8acc1513d67,6e43de78-2f65-4b32-8f23-8f98f50b34b0,1684c912-8fc3-4d46-862a-c5e9177530a4,72b2cb6e-1de2-4522-ad20-cb52ec965971,85,,1,,,85,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-08T18:45:02.696154Z,2025-07-08T18:45:02.696154Z
dcd944c5-f210-4487-8a62-42182eceb744,91d8da1f-05be-461e-ba74-e069c2bacc7e,dfca436c-036a-4194-9b00-a821dd6591a4,175c4497-9f25-464c-b274-f0dea6c12c20,95,,1,,,95,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-09T18:45:02.696162Z,2025-07-09T18:45:02.696162Z
ee12d2dd-f639-46ad-bf9a-9612b1f8ea1e,b128e10a-c802-45f4-acf3-e2286bbcf318,ffd289d6-f731-49ef-980c-8f7cd8798f37,0492c5d1-7d54-4912-bcb0-6f6b44bedd8e,95,,1.5,,,142.5,Booking request for service,,,,{},true,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-10T18:45:02.696171Z,2025-07-10T18:45:02.696171Z
676f1507-b522-47c2-8f06-d7641758a7b4,610f1e96-dbf8-4983-89de-1ae22327effa,592147d1-1492-4d53-b4c7-09bfbb684c02,e833fdef-82f4-43e3-af95-c45437ce7493,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-11T18:45:02.696179Z,2025-07-11T18:45:02.696179Z
d02d1dad-3a55-4c12-ad8a-cf32b4e8b906,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,751de371-730d-4bd3-9e89-620b5d68d490,9764ee24-cc2e-4f84-a233-421b4247eddd,95,,1,,,95,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-12T18:45:02.696187Z,2025-07-12T18:45:02.696187Z
1f039135-e951-41d8-8c85-e909d3d74360,e7901c2b-91ce-4931-a039-09861108ecc0,f1ca40f8-cb70-440e-b7d3-685fa42c5c1e,f4835bae-52cd-4ba6-9a3f-7e2fd5de5ade,45,,1,,,45,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-13T18:45:02.696194Z,2025-07-13T18:45:02.696194Z
70bbd1ca-21c3-49db-8fe5-fba6358954cc,37bc130e-32cb-40e4-aadc-9e00d7687e83,de41442f-3642-4392-bf01-1e8bbec2f50a,4475d337-e61c-4d6e-96ea-19fe98c1a6be,95,,1,,,95,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-14T18:45:02.696202Z,2025-07-14T18:45:02.696202Z
b59d8d6d-6ada-465d-b74f-76dbc16e7ab0,736857c4-9f42-4159-b34d-0c85fd6ec0ac,f3189645-f5b7-46ec-858e-45334978f713,9613d823-0e65-443e-b1bb-9e22529009ca,45,,1,,,45,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-15T18:45:02.696211Z,2025-07-15T18:45:02.696211Z
47101171-1919-4535-9a6a-3180b93a6189,61537514-f80b-4518-85bf-31e72ada6a6f,c2ccddbe-8d8b-48af-ac98-a7e300af7cb8,ef81d6d2-ab06-4d51-938d-0b9dd06a446f,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-16T18:45:02.696219Z,2025-07-16T18:45:02.696219Z
97b05756-6be8-4cb0-8183-e1fdefcf9504,475278e1-36b4-4cbb-b900-5657ecf46f27,cf427c87-f260-49fb-9ced-d62cd6f78318,52495201-724e-4242-8bfb-38d0995490f7,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-17T18:45:02.696227Z,2025-07-17T18:45:02.696227Z
dfb66b95-847f-4f25-b16b-894928b06354,6e43de78-2f65-4b32-8f23-8f98f50b34b0,6e4ebdab-dad2-47ed-80b0-a444583756d5,58262303-27ea-4b62-bac0-1d9a5fd53a0c,85,,1.5,,,127.5,Booking request for service,,,,{},true,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-18T18:45:02.696235Z,2025-07-18T18:45:02.696235Z
a9c8b6a8-55f7-425d-a6d9-a68b920fbaa6,91d8da1f-05be-461e-ba74-e069c2bacc7e,a948a7a6-7535-45c1-95dc-6ebb8fa72b34,90d9fc8a-7013-4592-ab14-ea2fe82c18c5,75,,1,,,75,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-19T18:45:02.696243Z,2025-07-19T18:45:02.696243Z
a405ab65-51a2-4d72-9ad2-64a2c891d837,b128e10a-c802-45f4-acf3-e2286bbcf318,7cefd294-6775-497d-a13a-373eea813373,6b259dcf-c7e3-4119-9a5e-cb90f734cf58,85,,1,,,85,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-20T18:45:02.696250Z,2025-07-20T18:45:02.696250Z
0319dc62-132a-4a93-8a3f-ded2006e243a,610f1e96-dbf8-4983-89de-1ae22327effa,639b801b-e0cd-4231-9139-0eda9cb7e39a,b4c7b9c0-046f-401b-8a61-9ef43ca28ed1,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-21T18:45:02.696259Z,2025-07-21T18:45:02.696259Z
f44a9b77-a261-40e2-824d-c01e2bf88fa2,9e55bf6f-4bee-43e0-8f55-bc90b1086c7c,f287b0f4-6204-40ae-9272-592af357cc80,304dc9b9-d39b-4e27-81c9-9ce10ccf0ab1,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-22T18:45:02.696268Z,2025-07-22T18:45:02.696268Z
cc8b5803-2e64-4831-a87e-3f7f0a1f09c4,e7901c2b-91ce-4931-a039-09861108ecc0,1684c912-8fc3-4d46-862a-c5e9177530a4,72b2cb6e-1de2-4522-ad20-cb52ec965971,120,,1,,,120,Booking request for service,,,,{},false,,,{},,,,pending,,,,,0,,,,false,1,1,false,,,,,{},2025-07-23T18:45:02.696277Z,2025-07-23T18:45:02.696277Z
17a7b168-1fb1-4df8-a9ee-fea73b6e0540,47992405-5138-4da0-9a6f-3154983d8d4c,f287b0f4-6204-40ae-9272-592af357cc80,304dc9b9-d39b-4e27-81c9-9ce10ccf0ab1,65,,1,,,95,Technical Interview Coaching group session,,,,{},false,,,{},2025-07-16T18:45:02.696289Z,,,confirmed,,,,,0,,,,true,4,3,false,,,,,{},2025-07-04T18:45:02.696288Z,2025-07-04T18:45:02.696288Z
b442549f-f09f-420d-981e-22e728178e7d,44b9b05b-6dd2-4899-b237-c87a23b60016,dfca436c-036a-4194-9b00-a821dd6591a4,175c4497-9f25-464c-b274-f0dea6c12c20,95,,1,,,40,SAT Math Intensive group session,,,,{},false,,,{},2025-07-17T18:45:02.696301Z,,,confirmed,,,,,0,,,,true,6,5,false,,,,,{},2025-07-05T18:45:02.696300Z,2025-07-05T18:45:02.696300Z
d96f393a-80bc-4351-945b-72026d06ca11,f841d8fc-2478-4fff-b834-3f274eab091a,f3189645-f5b7-46ec-858e-45334978f713,9613d823-0e65-443e-b1bb-9e22529009ca,65,,1,,,65,Journalism Writing Workshop group session,,,,{},false,,,{},2025-07-18T18:45:02.696312Z,,,confirmed,,,,,0,,,,true,8,6,false,,,,,{},2025-07-06T18:45:02.696311Z,2025-07-06T18:45:02.696311Z
